pdb_id,organism_scientific_name,tax_id,organism_synonyms,rank,genus,superkingdom,journal,journal_volume,journal_first_page,journal_last_page,citation_title,citation_doi,journal_page,citation_year,pubmed_id,citation_authors,experimental_method,experiment_data_available,title,entry_authors,sample_preparation_method,detector,detector_type,synchrotron_beamline,beam_source_name,diffraction_protocol,structure_determination_method,refinement_software,spacegroup,beam_source_type,synchrotron_site,structure_solution_software,data_reduction_software,data_scaling_software,phasing_method,SG_center_name,SG_full_name,crystallisation_reservoir,crystallisation_ph,interacting_molecules,interacting_ligands,entity_weight,number_of_polymers,number_of_polymer_residues,number_of_polymer_entities,number_of_bound_entities,number_of_protein_chains,max_observed_residues,molecule_name,all_molecule_name,modified_residue_flag,molecule_type,mutation_type,entry_uniprot_accession,uniprot_id,molecule_synonym,gene_name,entity_id
2h3x,Alcaligenes faecalis,511,"Achromobacter Sp. Atcc8750,Alcaligenes Sp. Bp11,Alcfa,Alcaligenes Faecalis,Bacillus Faecalis Alcaligenes,Alcaligenes faecalis,Alcaligenes,Alcaligenaceae,Burkholderiales,Betaproteobacteria,Proteobacteria,Bacteria","species,genus,family,order,class,phylum,superkingdom",Alcaligenes,Bacteria,Biochemistry,45,,,Crystal structure of an electron transfer complex between aromatic amine dehydrogenase and azurin from Alcaligenes faecalis.,10.1021/bi0612972,13500-10,2006,17087503,"Sukumar N,Chen Z,Ferrari D,Merli A,Rossi GL,Bellamy HD,Chistoserdov A,Davidson VL,Mathews FS",X-ray diffraction,y,Crystal Structure of an Electron Transfer Complex Between Aromatic Amine Dehydrogenase and Azurin from Alcaligenes Faecalis (Form 3),"Sukumar N,Chen Z,Leys D,Scrutton NS,Ferrati D,Merli A,Rossi GL,Bellamy HD,Chistoserdov A,Davidson VL,Mathews FS",Natural,CCD,,8-BM,Synchrotron,Single wavelength,MOLECULAR REPLACEMENT,CNS,P 21 21 21,,APS,MOLREP,HKL-2000,SCALEPACK,,,,,8.5,"Aralkylamine dehydrogenase heavy chain,Azurin",,14516.898,6,2614,3,1,6,125,Aralkylamine dehydrogenase light chain,,Y,Protein,,"P00281,P84888,P84887",AAUA_ALCFA,"Aromatic amine dehydrogenase,AADH,Aralkylamine dehydrogenase light chain",aauA,2
2h3x,Alcaligenes faecalis,511,"Achromobacter Sp. Atcc8750,Alcaligenes Sp. Bp11,Alcfa,Alcaligenes Faecalis,Bacillus Faecalis Alcaligenes,Alcaligenes faecalis,Alcaligenes,Alcaligenaceae,Burkholderiales,Betaproteobacteria,Proteobacteria,Bacteria","species,genus,family,order,class,phylum,superkingdom",Alcaligenes,Bacteria,Biochemistry,45,,,Crystal structure of an electron transfer complex between aromatic amine dehydrogenase and azurin from Alcaligenes faecalis.,10.1021/bi0612972,13500-10,2006,17087503,"Sukumar N,Chen Z,Ferrari D,Merli A,Rossi GL,Bellamy HD,Chistoserdov A,Davidson VL,Mathews FS",X-ray diffraction,y,Crystal Structure of an Electron Transfer Complex Between Aromatic Amine Dehydrogenase and Azurin from Alcaligenes Faecalis (Form 3),"Sukumar N,Chen Z,Leys D,Scrutton NS,Ferrati D,Merli A,Rossi GL,Bellamy HD,Chistoserdov A,Davidson VL,Mathews FS",Natural,CCD,,8-BM,Synchrotron,Single wavelength,MOLECULAR REPLACEMENT,CNS,P 21 21 21,,APS,MOLREP,HKL-2000,SCALEPACK,,,,,8.5,"Aralkylamine dehydrogenase heavy chain,Aralkylamine dehydrogenase light chain",CU : COPPER (II) ION,13711.415,6,2614,3,1,6,128,Azurin,,N,Protein,,"P00281,P84888,P84887",AZUR_ALCFA,Azurin,,3
3l4m,Paracoccus denitrificans PD1222,318586,"Paracoccus Denitrificans Pd1222,Paracoccus Denitrificans (Strain Pd 1222),Pardp,Paracoccus denitrificans,Paracoccus,Rhodobacteraceae,Rhodobacterales,Alphaproteobacteria,Proteobacteria,Bacteria","species,genus,family,order,class,phylum,superkingdom,species,genus,family,order,class,phylum,superkingdom",Paracoccus,Bacteria,Science,327,,,In crystallo posttranslational modification within a MauG/pre-methylamine dehydrogenase complex.,10.1126/science.1182492,1392-4,2010,20223990,"Jensen LM,Sanishvili R,Davidson VL,Wilmot CM",X-ray diffraction,y,Crystal Structure of the MauG/pre-Methylamine Dehydrogenase Complex.,"Jensen LMR,Wilmot CM",Engineered,CCD,MARMOSAIC 300 mm CCD,23-ID-B,Synchrotron,Single wavelength,MOLECULAR REPLACEMENT,REFMAC,P 1,,APS,PHASER,DENZO,SCALEPACK,MR,,,,6.4,"Methylamine dehydrogenase (amicyanin),Methylamine dehydrogenase heavy chain","CA : CALCIUM ION,HEC : HEME C",41146.63,6,3593,3,5,6,355,Methylamine utilization protein MauG,,N,Protein,Expression tag,"A1BB97,Q51658,A1BBA0",MAUG_PARDP,Methylamine utilization protein MauG,"Pden_4736,mauG",1
3l4m,Paracoccus denitrificans PD1222,318586,"Paracoccus Denitrificans Pd1222,Paracoccus Denitrificans (Strain Pd 1222),Pardp,Paracoccus denitrificans,Paracoccus,Rhodobacteraceae,Rhodobacterales,Alphaproteobacteria,Proteobacteria,Bacteria","species,genus,family,order,class,phylum,superkingdom,species,genus,family,order,class,phylum,superkingdom",Paracoccus,Bacteria,Science,327,,,In crystallo posttranslational modification within a MauG/pre-methylamine dehydrogenase complex.,10.1126/science.1182492,1392-4,2010,20223990,"Jensen LM,Sanishvili R,Davidson VL,Wilmot CM",X-ray diffraction,y,Crystal Structure of the MauG/pre-Methylamine Dehydrogenase Complex.,"Jensen LMR,Wilmot CM",Engineered,CCD,MARMOSAIC 300 mm CCD,23-ID-B,Synchrotron,Single wavelength,MOLECULAR REPLACEMENT,REFMAC,P 1,,APS,PHASER,DENZO,SCALEPACK,MR,,,,6.4,"Methylamine utilization protein MauG,Methylamine dehydrogenase heavy chain",,15025.595,6,3593,3,5,6,125,Methylamine dehydrogenase (amicyanin),,Y,Protein,Expression tag,"A1BB97,Q51658,A1BBA0",A1BBA0_PARDP,"Methylamine dehydrogenase (amicyanin),Methylamine dehydrogenase light chain",Pden_4733,2
3l4m,Paracoccus denitrificans PD1222,318586,"Paracoccus Denitrificans Pd1222,Paracoccus Denitrificans (Strain Pd 1222),Pardp,Paracoccus denitrificans,Paracoccus,Rhodobacteraceae,Rhodobacterales,Alphaproteobacteria,Proteobacteria,Bacteria","species,genus,family,order,class,phylum,superkingdom,species,genus,family,order,class,phylum,superkingdom",Paracoccus,Bacteria,Science,327,,,In crystallo posttranslational modification within a MauG/pre-methylamine dehydrogenase complex.,10.1126/science.1182492,1392-4,2010,20223990,"Jensen LM,Sanishvili R,Davidson VL,Wilmot CM",X-ray diffraction,y,Crystal Structure of the MauG/pre-Methylamine Dehydrogenase Complex.,"Jensen LMR,Wilmot CM",Engineered,CCD,MARMOSAIC 300 mm CCD,23-ID-B,Synchrotron,Single wavelength,MOLECULAR REPLACEMENT,REFMAC,P 1,,APS,PHASER,DENZO,SCALEPACK,MR,,,,6.4,"Methylamine utilization protein MauG,Methylamine dehydrogenase (amicyanin)","PG4 : TETRAETHYLENE GLYCOL,1PE : PENTAETHYLENE GLYCOL,ACT : ACETATE ION",42449.277,6,3593,3,5,6,376,Methylamine dehydrogenase heavy chain,,N,Protein,,"A1BB97,Q51658,A1BBA0",A1BB97_PARDP,"Methylamine dehydrogenase (amicyanin),Methylamine dehydrogenase heavy chain",Pden_4730,3
3l4o,Paracoccus denitrificans PD1222,318586,"Paracoccus Denitrificans Pd1222,Paracoccus Denitrificans (Strain Pd 1222),Pardp,Paracoccus denitrificans,Paracoccus,Rhodobacteraceae,Rhodobacterales,Alphaproteobacteria,Proteobacteria,Bacteria","species,genus,family,order,class,phylum,superkingdom,species,genus,family,order,class,phylum,superkingdom",Paracoccus,Bacteria,Science,327,,,In crystallo posttranslational modification within a MauG/pre-methylamine dehydrogenase complex.,10.1126/science.1182492,1392-4,2010,20223990,"Jensen LM,Sanishvili R,Davidson VL,Wilmot CM",X-ray diffraction,y,Crystal Structure of the MauG/pre-Methylamine Dehydrogenase Complex After Treatment with Hydrogen Peroxide,"Jensen LMR,Wilmot CM",Engineered,CCD,MARMOSAIC 300 mm CCD,23-ID-B,Synchrotron,Single wavelength,DIFFERENCE FOURIER,REFMAC,P 1,,APS,,"DENZO,HKL-2000","SCALEPACK,HKL-2000",MR,,,,6.4,"Methylamine dehydrogenase (amicyanin),Methylamine dehydrogenase heavy chain","CA : CALCIUM ION,HEC : HEME C",41146.63,6,3593,3,5,6,355,Methylamine utilization protein MauG,,N,Protein,Expression tag,"A1BB97,Q51658,A1BBA0",MAUG_PARDP,Methylamine utilization protein MauG,"Pden_4736,mauG",1
3l4o,Paracoccus denitrificans PD1222,318586,"Paracoccus Denitrificans Pd1222,Paracoccus Denitrificans (Strain Pd 1222),Pardp,Paracoccus denitrificans,Paracoccus,Rhodobacteraceae,Rhodobacterales,Alphaproteobacteria,Proteobacteria,Bacteria","species,genus,family,order,class,phylum,superkingdom,species,genus,family,order,class,phylum,superkingdom",Paracoccus,Bacteria,Science,327,,,In crystallo posttranslational modification within a MauG/pre-methylamine dehydrogenase complex.,10.1126/science.1182492,1392-4,2010,20223990,"Jensen LM,Sanishvili R,Davidson VL,Wilmot CM",X-ray diffraction,y,Crystal Structure of the MauG/pre-Methylamine Dehydrogenase Complex After Treatment with Hydrogen Peroxide,"Jensen LMR,Wilmot CM",Engineered,CCD,MARMOSAIC 300 mm CCD,23-ID-B,Synchrotron,Single wavelength,DIFFERENCE FOURIER,REFMAC,P 1,,APS,,"DENZO,HKL-2000","SCALEPACK,HKL-2000",MR,,,,6.4,"Methylamine dehydrogenase heavy chain,Methylamine utilization protein MauG",,15039.577,6,3593,3,5,6,125,Methylamine dehydrogenase (amicyanin),,Y,Protein,Expression tag,"A1BB97,Q51658,A1BBA0",A1BBA0_PARDP,"Methylamine dehydrogenase (amicyanin),Methylamine dehydrogenase light chain",Pden_4733,2
3l4o,Paracoccus denitrificans PD1222,318586,"Paracoccus Denitrificans Pd1222,Paracoccus Denitrificans (Strain Pd 1222),Pardp,Paracoccus denitrificans,Paracoccus,Rhodobacteraceae,Rhodobacterales,Alphaproteobacteria,Proteobacteria,Bacteria","species,genus,family,order,class,phylum,superkingdom,species,genus,family,order,class,phylum,superkingdom",Paracoccus,Bacteria,Science,327,,,In crystallo posttranslational modification within a MauG/pre-methylamine dehydrogenase complex.,10.1126/science.1182492,1392-4,2010,20223990,"Jensen LM,Sanishvili R,Davidson VL,Wilmot CM",X-ray diffraction,y,Crystal Structure of the MauG/pre-Methylamine Dehydrogenase Complex After Treatment with Hydrogen Peroxide,"Jensen LMR,Wilmot CM",Engineered,CCD,MARMOSAIC 300 mm CCD,23-ID-B,Synchrotron,Single wavelength,DIFFERENCE FOURIER,REFMAC,P 1,,APS,,"DENZO,HKL-2000","SCALEPACK,HKL-2000",MR,,,,6.4,"Methylamine dehydrogenase (amicyanin),Methylamine utilization protein MauG","ACT : ACETATE ION,1PE : PENTAETHYLENE GLYCOL,PG4 : TETRAETHYLENE GLYCOL",42449.277,6,3593,3,5,6,376,Methylamine dehydrogenase heavy chain,,N,Protein,,"A1BB97,Q51658,A1BBA0",A1BB97_PARDP,"Methylamine dehydrogenase (amicyanin),Methylamine dehydrogenase heavy chain",Pden_4730,3
2j57,Paracoccus denitrificans,266,"Parde,Paracoccus Denitrificans,Micrococcus Denitrificans,Paracoccus denitrificans,Paracoccus,Rhodobacteraceae,Rhodobacterales,Alphaproteobacteria,Proteobacteria,Bacteria","species,genus,family,order,class,phylum,superkingdom",Paracoccus,Bacteria,J Synchrotron Radiat,14,,,Tracking X-ray-derived redox changes in crystals of a methylamine dehydrogenase/amicyanin complex using single-crystal UV/Vis microspectrophotometry.,10.1107/S0909049506051259,92-8,2007,17211075,"Pearson AR,Pahl R,Kovaleva EG,Davidson VL,Wilmot CM",X-ray diffraction,y,X-ray reduced Paraccocus denitrificans methylamine dehydrogenase N- quinol in complex with amicyanin.,"Pearson AR,Pahl R,Davidson VL,Wilmot CM",Natural,CCD,ADSC CCD,14-BM-C,Synchrotron,Single wavelength,OTHER,REFMAC,P 21 21 21,,APS,,HKL-2000,HKL-2000,,,,,5.6,"Methylamine dehydrogenase light chain,Methylamine dehydrogenase heavy chain",CU : COPPER (II) ION,11505.171,12,4980,3,1,12,105,Amicyanin,,N,Protein,,"P29894,P22364,P22619",AMCY_PARDE,Amicyanin,"mauC,ami",1
2j57,Paracoccus denitrificans,266,"Parde,Paracoccus Denitrificans,Micrococcus Denitrificans,Paracoccus denitrificans,Paracoccus,Rhodobacteraceae,Rhodobacterales,Alphaproteobacteria,Proteobacteria,Bacteria","species,genus,family,order,class,phylum,superkingdom",Paracoccus,Bacteria,J Synchrotron Radiat,14,,,Tracking X-ray-derived redox changes in crystals of a methylamine dehydrogenase/amicyanin complex using single-crystal UV/Vis microspectrophotometry.,10.1107/S0909049506051259,92-8,2007,17211075,"Pearson AR,Pahl R,Kovaleva EG,Davidson VL,Wilmot CM",X-ray diffraction,y,X-ray reduced Paraccocus denitrificans methylamine dehydrogenase N- quinol in complex with amicyanin.,"Pearson AR,Pahl R,Davidson VL,Wilmot CM",Natural,CCD,ADSC CCD,14-BM-C,Synchrotron,Single wavelength,OTHER,REFMAC,P 21 21 21,,APS,,HKL-2000,HKL-2000,,,,,5.6,"Methylamine dehydrogenase light chain,Amicyanin",,42449.277,12,4980,3,1,12,382,Methylamine dehydrogenase heavy chain,,N,Protein,See remark 999,"P29894,P22364,P22619",DHMH_PARDE,"Methylamine dehydrogenase (amicyanin),Methylamine dehydrogenase heavy chain,MADH",mauB,2
2j57,Paracoccus denitrificans,266,"Parde,Paracoccus Denitrificans,Micrococcus Denitrificans,Paracoccus denitrificans,Paracoccus,Rhodobacteraceae,Rhodobacterales,Alphaproteobacteria,Proteobacteria,Bacteria","species,genus,family,order,class,phylum,superkingdom",Paracoccus,Bacteria,J Synchrotron Radiat,14,,,Tracking X-ray-derived redox changes in crystals of a methylamine dehydrogenase/amicyanin complex using single-crystal UV/Vis microspectrophotometry.,10.1107/S0909049506051259,92-8,2007,17211075,"Pearson AR,Pahl R,Kovaleva EG,Davidson VL,Wilmot CM",X-ray diffraction,y,X-ray reduced Paraccocus denitrificans methylamine dehydrogenase N- quinol in complex with amicyanin.,"Pearson AR,Pahl R,Davidson VL,Wilmot CM",Natural,CCD,ADSC CCD,14-BM-C,Synchrotron,Single wavelength,OTHER,REFMAC,P 21 21 21,,APS,,HKL-2000,HKL-2000,,,,,5.6,"Amicyanin,Methylamine dehydrogenase heavy chain",,14209.712,12,4980,3,1,12,125,Methylamine dehydrogenase light chain,,Y,Protein,,"P29894,P22364,P22619",DHML_PARDE,"Methylamine dehydrogenase (amicyanin),MADH,Methylamine dehydrogenase light chain",mauA,3
2j55,Paracoccus denitrificans,266,"Parde,Paracoccus Denitrificans,Micrococcus Denitrificans,Paracoccus denitrificans,Paracoccus,Rhodobacteraceae,Rhodobacterales,Alphaproteobacteria,Proteobacteria,Bacteria","species,genus,family,order,class,phylum,superkingdom",Paracoccus,Bacteria,J Synchrotron Radiat,14,,,Tracking X-ray-derived redox changes in crystals of a methylamine dehydrogenase/amicyanin complex using single-crystal UV/Vis microspectrophotometry.,10.1107/S0909049506051259,92-8,2007,17211075,"Pearson AR,Pahl R,Kovaleva EG,Davidson VL,Wilmot CM",X-ray diffraction,y,X-ray reduced Paraccocus denitrificans methylamine dehydrogenase O- quinone in complex with amicyanin.,"Pearson AR,Pahl R,Davidson VL,Wilmot CM",Natural,CCD,ADSC CCD,14-BM-C,Synchrotron,Single wavelength,MOLECULAR REPLACEMENT,REFMAC,P 41 21 2,,APS,,HKL-2000,HKL-2000,,,,,5.6,"Methylamine dehydrogenase light chain,Methylamine dehydrogenase heavy chain",CU : COPPER (II) ION,11505.171,6,2494,3,2,6,105,Amicyanin,,N,Protein,,"P22364,P29894,P22619",AMCY_PARDE,Amicyanin,"mauC,ami",1
2j55,Paracoccus denitrificans,266,"Parde,Paracoccus Denitrificans,Micrococcus Denitrificans,Paracoccus denitrificans,Paracoccus,Rhodobacteraceae,Rhodobacterales,Alphaproteobacteria,Proteobacteria,Bacteria","species,genus,family,order,class,phylum,superkingdom",Paracoccus,Bacteria,J Synchrotron Radiat,14,,,Tracking X-ray-derived redox changes in crystals of a methylamine dehydrogenase/amicyanin complex using single-crystal UV/Vis microspectrophotometry.,10.1107/S0909049506051259,92-8,2007,17211075,"Pearson AR,Pahl R,Kovaleva EG,Davidson VL,Wilmot CM",X-ray diffraction,y,X-ray reduced Paraccocus denitrificans methylamine dehydrogenase O- quinone in complex with amicyanin.,"Pearson AR,Pahl R,Davidson VL,Wilmot CM",Natural,CCD,ADSC CCD,14-BM-C,Synchrotron,Single wavelength,MOLECULAR REPLACEMENT,REFMAC,P 41 21 2,,APS,,HKL-2000,HKL-2000,,,,,5.6,"Methylamine dehydrogenase light chain,Amicyanin",GOL : GLYCEROL,42449.277,6,2494,3,2,6,382,Methylamine dehydrogenase heavy chain,,N,Protein,See remark 999,"P22364,P29894,P22619",DHMH_PARDE,"Methylamine dehydrogenase (amicyanin),Methylamine dehydrogenase heavy chain,MADH",mauB,2
2j55,Paracoccus denitrificans,266,"Parde,Paracoccus Denitrificans,Micrococcus Denitrificans,Paracoccus denitrificans,Paracoccus,Rhodobacteraceae,Rhodobacterales,Alphaproteobacteria,Proteobacteria,Bacteria","species,genus,family,order,class,phylum,superkingdom",Paracoccus,Bacteria,J Synchrotron Radiat,14,,,Tracking X-ray-derived redox changes in crystals of a methylamine dehydrogenase/amicyanin complex using single-crystal UV/Vis microspectrophotometry.,10.1107/S0909049506051259,92-8,2007,17211075,"Pearson AR,Pahl R,Kovaleva EG,Davidson VL,Wilmot CM",X-ray diffraction,y,X-ray reduced Paraccocus denitrificans methylamine dehydrogenase O- quinone in complex with amicyanin.,"Pearson AR,Pahl R,Davidson VL,Wilmot CM",Natural,CCD,ADSC CCD,14-BM-C,Synchrotron,Single wavelength,MOLECULAR REPLACEMENT,REFMAC,P 41 21 2,,APS,,HKL-2000,HKL-2000,,,,,5.6,"Amicyanin,Methylamine dehydrogenase heavy chain",GOL : GLYCEROL,14210.696,6,2494,3,2,6,125,Methylamine dehydrogenase light chain,,Y,Protein,,"P22364,P29894,P22619",DHML_PARDE,"Methylamine dehydrogenase (amicyanin),MADH,Methylamine dehydrogenase light chain",mauA,3
2j56,Paracoccus denitrificans,266,"Parde,Paracoccus Denitrificans,Micrococcus Denitrificans,Paracoccus denitrificans,Paracoccus,Rhodobacteraceae,Rhodobacterales,Alphaproteobacteria,Proteobacteria,Bacteria","species,genus,family,order,class,phylum,superkingdom",Paracoccus,Bacteria,J Synchrotron Radiat,14,,,Tracking X-ray-derived redox changes in crystals of a methylamine dehydrogenase/amicyanin complex using single-crystal UV/Vis microspectrophotometry.,10.1107/S0909049506051259,92-8,2007,17211075,"Pearson AR,Pahl R,Kovaleva EG,Davidson VL,Wilmot CM",X-ray diffraction,y,X-ray reduced Paraccocus denitrificans methylamine dehydrogenase N- semiquinone in complex with amicyanin.,"Pearson AR,Pahl R,Davidson VL,Wilmot CM",Natural,CCD,ADSC CCD,14-BM-C,Synchrotron,Single wavelength,OTHER,REFMAC,P 41 21 2,,APS,,HKL-2000,HKL-2000,,,,,9.0,"Methylamine dehydrogenase heavy chain,Methylamine dehydrogenase light chain",CU : COPPER (II) ION,11505.171,6,2493,3,3,6,105,Amicyanin,,N,Protein,,"P22364,P29894,P22619",AMCY_PARDE,Amicyanin,"mauC,ami",1
2j56,Paracoccus denitrificans,266,"Parde,Paracoccus Denitrificans,Micrococcus Denitrificans,Paracoccus denitrificans,Paracoccus,Rhodobacteraceae,Rhodobacterales,Alphaproteobacteria,Proteobacteria,Bacteria","species,genus,family,order,class,phylum,superkingdom",Paracoccus,Bacteria,J Synchrotron Radiat,14,,,Tracking X-ray-derived redox changes in crystals of a methylamine dehydrogenase/amicyanin complex using single-crystal UV/Vis microspectrophotometry.,10.1107/S0909049506051259,92-8,2007,17211075,"Pearson AR,Pahl R,Kovaleva EG,Davidson VL,Wilmot CM",X-ray diffraction,y,X-ray reduced Paraccocus denitrificans methylamine dehydrogenase N- semiquinone in complex with amicyanin.,"Pearson AR,Pahl R,Davidson VL,Wilmot CM",Natural,CCD,ADSC CCD,14-BM-C,Synchrotron,Single wavelength,OTHER,REFMAC,P 41 21 2,,APS,,HKL-2000,HKL-2000,,,,,9.0,"Amicyanin,Methylamine dehydrogenase light chain",GOL : GLYCEROL,42449.277,6,2493,3,3,6,375,Methylamine dehydrogenase heavy chain,,N,Protein,See remark 999,"P22364,P29894,P22619",DHMH_PARDE,"Methylamine dehydrogenase (amicyanin),Methylamine dehydrogenase heavy chain,MADH",mauB,2
2j56,Paracoccus denitrificans,266,"Parde,Paracoccus Denitrificans,Micrococcus Denitrificans,Paracoccus denitrificans,Paracoccus,Rhodobacteraceae,Rhodobacterales,Alphaproteobacteria,Proteobacteria,Bacteria","species,genus,family,order,class,phylum,superkingdom",Paracoccus,Bacteria,J Synchrotron Radiat,14,,,Tracking X-ray-derived redox changes in crystals of a methylamine dehydrogenase/amicyanin complex using single-crystal UV/Vis microspectrophotometry.,10.1107/S0909049506051259,92-8,2007,17211075,"Pearson AR,Pahl R,Kovaleva EG,Davidson VL,Wilmot CM",X-ray diffraction,y,X-ray reduced Paraccocus denitrificans methylamine dehydrogenase N- semiquinone in complex with amicyanin.,"Pearson AR,Pahl R,Davidson VL,Wilmot CM",Natural,CCD,ADSC CCD,14-BM-C,Synchrotron,Single wavelength,OTHER,REFMAC,P 41 21 2,,APS,,HKL-2000,HKL-2000,,,,,9.0,"Amicyanin,Methylamine dehydrogenase heavy chain","GOL : GLYCEROL,NA : SODIUM ION",14209.712,6,2493,3,3,6,125,Methylamine dehydrogenase light chain,,Y,Protein,,"P22364,P29894,P22619",DHML_PARDE,"Methylamine dehydrogenase (amicyanin),MADH,Methylamine dehydrogenase light chain",mauA,3
3pxt,Paracoccus denitrificans PD1222,318586,"Paracoccus Denitrificans Pd1222,Paracoccus Denitrificans (Strain Pd 1222),Pardp,Paracoccus denitrificans,Paracoccus,Rhodobacteraceae,Rhodobacterales,Alphaproteobacteria,Proteobacteria,Bacteria","species,genus,family,order,class,phylum,superkingdom,species,genus,family,order,class,phylum,superkingdom",Paracoccus,Bacteria,Biochemistry,50,,,Crystal structures of CO and NO adducts of MauG in complex with pre-methylamine dehydrogenase: implications for the mechanism of dioxygen activation.,10.1021/bi200023n,2931-8,2011,21355604,"Yukl ET,Goblirsch BR,Davidson VL,Wilmot CM",X-ray diffraction,y,Crystal Structure of Ferrous CO Adduct of MauG in Complex with Pre-Methylamine Dehydrogenase,"Yukl ET,Goblirsch BR,Wilmot CM",Engineered,CCD,MARMOSAIC 300 mm CCD,23-ID-B,Synchrotron,Single wavelength,MOLECULAR REPLACEMENT,REFMAC,P 1,,APS,REFMAC,HKL-2000,HKL-2000,,,,,6.4,"Methylamine dehydrogenase heavy chain,Methylamine dehydrogenase light chain","HEC : HEME C,NA : SODIUM ION,CA : CALCIUM ION,CMO : CARBON MONOXIDE",41146.63,6,3599,3,6,6,355,Methylamine utilization protein MauG,,N,Protein,Expression tag,"A1BB97,Q51658,P22619",MAUG_PARDP,Methylamine utilization protein MauG,"Pden_4736,mauG",1
3pxt,Paracoccus denitrificans PD1222,318586,"Paracoccus Denitrificans Pd1222,Paracoccus Denitrificans (Strain Pd 1222),Pardp,Paracoccus denitrificans,Paracoccus,Rhodobacteraceae,Rhodobacterales,Alphaproteobacteria,Proteobacteria,Bacteria","species,genus,family,order,class,phylum,superkingdom,species,genus,family,order,class,phylum,superkingdom",Paracoccus,Bacteria,Biochemistry,50,,,Crystal structures of CO and NO adducts of MauG in complex with pre-methylamine dehydrogenase: implications for the mechanism of dioxygen activation.,10.1021/bi200023n,2931-8,2011,21355604,"Yukl ET,Goblirsch BR,Davidson VL,Wilmot CM",X-ray diffraction,y,Crystal Structure of Ferrous CO Adduct of MauG in Complex with Pre-Methylamine Dehydrogenase,"Yukl ET,Goblirsch BR,Wilmot CM",Engineered,CCD,MARMOSAIC 300 mm CCD,23-ID-B,Synchrotron,Single wavelength,MOLECULAR REPLACEMENT,REFMAC,P 1,,APS,REFMAC,HKL-2000,HKL-2000,,,,,6.4,"Methylamine dehydrogenase heavy chain,Methylamine utilization protein MauG",ACT : ACETATE ION,15025.595,6,3599,3,6,6,125,Methylamine dehydrogenase light chain,,Y,Protein,Expression tag,"A1BB97,Q51658,P22619",DHML_PARDE,"Methylamine dehydrogenase (amicyanin),MADH,Methylamine dehydrogenase light chain",mauA,2
3pxt,Paracoccus denitrificans PD1222,318586,"Paracoccus Denitrificans Pd1222,Paracoccus Denitrificans (Strain Pd 1222),Pardp,Paracoccus denitrificans,Paracoccus,Rhodobacteraceae,Rhodobacterales,Alphaproteobacteria,Proteobacteria,Bacteria","species,genus,family,order,class,phylum,superkingdom,species,genus,family,order,class,phylum,superkingdom",Paracoccus,Bacteria,Biochemistry,50,,,Crystal structures of CO and NO adducts of MauG in complex with pre-methylamine dehydrogenase: implications for the mechanism of dioxygen activation.,10.1021/bi200023n,2931-8,2011,21355604,"Yukl ET,Goblirsch BR,Davidson VL,Wilmot CM",X-ray diffraction,y,Crystal Structure of Ferrous CO Adduct of MauG in Complex with Pre-Methylamine Dehydrogenase,"Yukl ET,Goblirsch BR,Wilmot CM",Engineered,CCD,MARMOSAIC 300 mm CCD,23-ID-B,Synchrotron,Single wavelength,MOLECULAR REPLACEMENT,REFMAC,P 1,,APS,REFMAC,HKL-2000,HKL-2000,,,,,6.4,"Methylamine utilization protein MauG,Methylamine dehydrogenase light chain",ACT : ACETATE ION,42449.277,6,3599,3,6,6,376,Methylamine dehydrogenase heavy chain,,N,Protein,,"A1BB97,Q51658,P22619",A1BB97_PARDP,"Methylamine dehydrogenase (amicyanin),Methylamine dehydrogenase heavy chain",Pden_4730,3
